round,loss,accuracy,precision,recall,f1,auc
24,268.7564394124349,0.8733333333333333,0.4314814814814815,0.8555555555555554,0.5663403263403264,0.848231575701511
25,286.1795358276367,0.8666666666666667,0.4323232323232323,0.9666666666666667,0.5844444444444444,0.9132342738205366
26,353.83167256673175,0.84,0.39813519813519815,0.9666666666666667,0.5427777777777778,0.8912600215849521
27,234.55660873413086,0.8733333333333333,0.4314814814814815,0.8555555555555554,0.5663403263403264,0.8565737742830712
28,1338.0239762369793,0.8733333333333333,0.22222222222222218,0.06666666666666667,0.10256410256410256,0.48295328399629966
29,297.50062306722003,0.8333333333333334,0.36666666666666664,0.8555555555555554,0.5073260073260073,0.8279419775927639
30,335.40391916910806,0.5933333333333334,0.17457180500658762,0.6777777777777777,0.26684624017957354,0.6187963819508686
31,270.61004353841145,0.8666666666666667,0.42222222222222217,0.8555555555555554,0.5562393162393162,0.8499073645801213
32,344.4577023824056,0.8933333333333333,0.5015873015873016,0.9666666666666667,0.6490909090909092,0.9261871723712614
33,332.75945760091145,0.88,0.45925925925925926,0.9666666666666667,0.6117948717948718,0.918940795559667
34,405.2627762349447,0.8866666666666667,0.4738095238095238,0.8555555555555554,0.6036363636363636,0.8706316168157057
35,715.1768764750162,0.9,0.5111111111111111,0.6777777777777777,0.5740740740740741,0.801412015623394
36,573.7587472025554,0.9066666666666666,0.5388888888888889,0.6444444444444444,0.5722222222222222,0.8082914482475074
37,630.8162284342447,0.9266666666666666,0.6555555555555557,0.611111111111111,0.6157407407407408,0.7906735019015315
38,262.79546427408854,0.8933333333333333,0.4898989898989898,0.7888888888888889,0.5925925925925926,0.8454865607976154
39,236.9464602661133,0.88,0.45925925925925926,0.9666666666666667,0.6117948717948718,0.918940795559667
40,431.2401025390625,0.86,0.42121212121212126,0.9666666666666667,0.5716239316239317,0.9081483194572926
41,359.7634320576986,0.8933333333333333,0.4908424908424908,0.8222222222222222,0.6076416337285903,0.8616777161064857
42,254.21563435872395,0.8533333333333334,0.40819964349376114,1.0,0.5675485008818343,0.9171022201665124
43,449.1861405436198,0.7933333333333333,0.3429232804232804,1.0,0.49150654413812306,0.8843354918285538
44,323.7709647623698,0.82,0.37007110536522303,1.0,0.5214233841684822,0.8992175454825779
45,112.59092844645183,0.8666666666666667,0.42840166369578137,1.0,0.591358024691358,0.9241944187480728
46,187.430673828125,0.86,0.41729055258467024,1.0,0.5785375118708452,0.9206483194572926
47,205.40712259928387,0.92,0.8055555555555555,0.4944444444444444,0.5833333333333334,0.7463709014287182
48,177.4587198893229,0.8333333333333334,0.37032085561497324,0.9166666666666666,0.5135802469135803,0.8682662658032685
49,362.9480645751953,0.8933333333333333,0.5,0.11666666666666667,0.1717171717171717,0.5547101449275362
50,144.29890347798664,0.9333333333333333,0.7238095238095238,0.8333333333333334,0.7146464646464646,0.9022510021584952
51,109.86006317138671,0.8666666666666667,0.4294117647058823,1.0,0.5912359245692579,0.9242715078630898
52,201.2107822672526,0.88,0.4527777777777777,1.0,0.6135531135531136,0.9319842738205364
53,2007.780751953125,0.8866666666666667,0.0,0.0,0.0,0.5
54,219.0458258565267,0.88,0.4834054834054833,0.8666666666666667,0.5995670995670995,0.880353839037928
55,214.0012489827474,0.8733333333333333,0.44444444444444436,0.9666666666666667,0.5971428571428571,0.9149009404872033
56,785.4843664550781,0.9266666666666666,0.9166666666666666,0.461111111111111,0.5705128205128205,0.743599033816425
57,1733.3485123697917,0.88,0.0,0.0,0.0,0.49637681159420294
58,1317.776474609375,0.8866666666666667,0.0,0.0,0.0,0.5
59,472.6864934285482,0.88,0.48611111111111105,0.75,0.5518518518518518,0.830353839037928
60,613.1506528727214,0.6733333333333333,0.24541773231031547,0.9166666666666666,0.37133237133237135,0.7833487511563367
61,1235.7352994791668,0.8866666666666667,0.0,0.0,0.0,0.5
62,161.45786743164064,0.8933333333333333,0.5740740740740741,0.6722222222222222,0.5833333333333334,0.7984260972350703
63,3278.574521484375,0.8866666666666667,0.0,0.0,0.0,0.5
64,533.6293220774332,0.8066666666666666,0.3736111111111111,0.8666666666666667,0.4719298245614035,0.8532485353068147
65,860.2592829386393,0.9333333333333333,0.8333333333333334,0.4944444444444444,0.6095238095238095,0.7436761229314421
66,321.5000728829702,0.8133333333333334,0.3787393162393162,0.9333333333333333,0.503813882532418,0.8707485353068148
67,367.79134211222333,0.8066666666666666,0.3697209653092006,1.0,0.5132730015082957,0.892745914276904
68,1609.1185473632813,0.92,0.8333333333333334,0.37777777777777777,0.5094017094017094,0.6853427895981088
69,1301.3301847330729,0.8333333333333334,0.16666666666666666,0.03333333333333333,0.055555555555555546,0.483977027443725
70,1088.8696858723958,0.8066666666666666,0.2833333333333333,0.21111111111111108,0.19413919413919414,0.6331152996196937
71,1196.3268115234375,0.8066666666666666,0.16666666666666666,0.03333333333333333,0.055555555555555546,0.46956136293555345
72,1656.3013124593099,0.7666666666666667,0.3143790849673203,0.9333333333333333,0.4454790823211876,0.8438328707986432
73,431.78804456075034,0.8133333333333334,0.3837121212121212,0.8666666666666667,0.4830409356725146,0.8602050570459452
74,800.0792203776042,0.8266666666666667,0.4047619047619047,0.8666666666666667,0.49484004127966974,0.852840733888375
75,218.2454046122233,0.8866666666666667,0.5121212121212121,0.8166666666666667,0.5982905982905983,0.8595975948196114
76,1338.135869140625,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
77,412.7493983968099,0.8333333333333334,0.3937728937728938,0.9666666666666667,0.5318627450980392,0.8944303114400247
78,1285.6589680989584,0.9333333333333333,1.0,0.461111111111111,0.6062271062271062,0.7305555555555555
79,274.62872198104856,0.8933333333333333,0.5067155067155067,0.9333333333333333,0.6409749670619236,0.9136871723712613
80,1403.6676086425782,0.7666666666666667,0.32407407407407407,1.0,0.4666666666666667,0.8699969164353994
81,843.5908415985108,0.9133333333333333,0.6555555555555556,0.5222222222222221,0.5587301587301587,0.7444174632541886
82,6477.90365234375,0.8866666666666667,0.0,0.0,0.0,0.5
83,5852.310592447917,0.8866666666666667,0.0,0.0,0.0,0.5
84,1534.24373046875,0.9,0.5555555555555555,0.25555555555555554,0.2828282828282828,0.6242316784869977
85,791.5156370035808,0.88,0.4583333333333333,0.7,0.5299663299663299,0.8047332716620413
86,482.7591780598958,0.8333333333333334,0.3723776223776224,0.7333333333333333,0.4583333333333333,0.792799876657416
87,665.732057393392,0.7933333333333333,0.35406162464985996,0.9666666666666667,0.48814814814814816,0.8724560592044402
88,498.68507486979166,0.82,0.37186147186147184,0.8833333333333333,0.4944444444444444,0.8492946345975948
89,4317.760966796875,0.8866666666666667,0.0,0.0,0.0,0.5
90,622.3509645080567,0.8933333333333333,0.5218253968253967,0.7,0.550445632798574,0.8136100832562443
91,333.72181027730306,0.9,0.5238095238095237,0.9333333333333333,0.6515151515151516,0.917853839037928
92,3305.452998046875,0.8866666666666667,0.0,0.0,0.0,0.5
93,1891.7871337890624,0.8866666666666667,0.0,0.0,0.0,0.5
94,854.3347035725911,0.8066666666666666,0.36607142857142855,1.0,0.5098215624531415,0.8926688251618871
95,2412.5253938802084,0.8866666666666667,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5131205673758865
96,1060.1470133463542,0.9466666666666667,0.8333333333333334,0.561111111111111,0.6690476190476191,0.7770094562647755
97,1189.1291442871093,0.9133333333333333,0.7777777777777777,0.4277777777777777,0.5079365079365078,0.7401300236406619
98,393.7836330159505,0.64,0.22908432147562582,0.9666666666666667,0.3559577677224736,0.7909528214616095
99,1525.3235074869792,0.88,0.0,0.0,0.0,0.4964539007092198
100,410.10694885253906,0.86,0.42640692640692646,0.9666666666666667,0.5706349206349207,0.9087688868331791
