round,loss,accuracy,precision,recall,f1,auc
69,5245.324856770833,0.7933333333333333,0.11111111111111109,0.03333333333333333,0.05128205128205128,0.4618485969781067
70,6010.660703125,0.7866666666666666,0.11111111111111109,0.03333333333333333,0.05128205128205128,0.4583024976873265
71,4963.202760416667,0.7733333333333333,0.11111111111111109,0.03333333333333333,0.05128205128205128,0.4510561208757323
72,5921.265123697916,0.78,0.32142857142857145,0.8833333333333333,0.4471434997750787,0.82654563675609
73,2422.5633540852864,0.7666666666666667,0.31746031746031744,0.9,0.43783068783068774,0.8314099599136602
74,4495.538011423747,0.7666666666666667,0.31746031746031744,0.8666666666666667,0.4252044252044252,0.8189099599136602
75,995.1590706380208,0.8466666666666667,0.4027777777777778,0.8166666666666667,0.5121212121212121,0.8374691643539933
76,6859.76123046875,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
77,1294.077822265625,0.84,0.4001831501831502,0.9666666666666667,0.5401960784313725,0.8979764107308047
78,5409.181910807291,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
79,943.9037003580729,0.9,0.5454545454545454,0.9,0.6555555555555556,0.9048103607770582
80,5816.985103352865,0.76,0.3143274853801169,1.0,0.45845648604269296,0.8658302497687328
81,1244.4076753743489,0.8866666666666667,0.5,0.7333333333333333,0.5538461538461539,0.8220975948196115
82,22571.6931640625,0.8866666666666667,0.0,0.0,0.0,0.5
83,22679.764440104165,0.8866666666666667,0.0,0.0,0.0,0.5
84,10316.656064453126,0.8866666666666667,0.0,0.0,0.0,0.5
85,7849.822242838542,0.8866666666666667,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5131205673758866
86,2670.834343363444,0.8333333333333334,0.3055555555555555,0.28888888888888886,0.22377622377622378,0.6008852400041114
87,2307.316046142578,0.7933333333333333,0.34215686274509804,0.8833333333333333,0.465,0.8344125809435706
88,2049.028635864258,0.8,0.3613876319758673,0.9666666666666667,0.49686274509803924,0.8760792476102374
89,8071.717858072917,0.8933333333333333,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5166666666666667
90,1230.8044504801433,0.84,0.425974025974026,0.9,0.5287581699346405,0.8731305889608387
91,1030.6313925170898,0.8933333333333333,0.5111111111111111,0.9,0.6222222222222222,0.9017306506321309
92,11453.688072916666,0.8866666666666667,0.0,0.0,0.0,0.5
93,11901.4747265625,0.8866666666666667,0.0,0.0,0.0,0.5
94,1535.2941438802084,0.8133333333333334,0.3761904761904762,0.9666666666666667,0.5092592592592592,0.8837149244526673
95,9136.996184895834,0.8933333333333333,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5166666666666667
96,9361.262760416666,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
97,7078.1563899739585,0.8933333333333333,0.6666666666666666,0.11666666666666667,0.19393939393939397,0.5547872340425533
98,1134.6269248453775,0.74,0.275,0.8833333333333333,0.4052631578947368,0.8037376657415973
99,4478.882434895833,0.88,0.3333333333333333,0.06666666666666667,0.11111111111111109,0.5190718470551958
100,1682.8831608072917,0.8466666666666667,0.4065656565656566,0.9,0.5327561327561328,0.8754355534998458
